id,page_no,maker,title,recall_id,ctype,maker_detail,car_name,car_name_full,생산기간,시정기간,대상수량,장치분류,결함내용,시정방법,기타문의
269,51,비엠더블유,BMW 220i Active Tourer 등 7차종 - 통합제동장치 관련 리콜,6049,O,비엠더블유코리아(주),"BMW 220i Active Tourer, BMW 530i xDrive, BMW i7 xDrive60, BMW iX1 xDrive30, BMW X1 sDrive20i, BMW X5 xDrive40i, BMW X7 xDrive40i","BMW 220i Active Tourer, BMW 530i xDrive, BMW i7 xDrive60, BMW iX1 xDrive30, BMW X1 sDrive20i, BMW X5 xDrive40i, BMW X7 xDrive40i",2023-01-26 ~ 2024-08-16,2026-02-04 ~,10 대,제동장치 기타,"통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 수 있으며, 신호 장애가 발생하면 안전모드로 전환되어 제동 경고등 점등 및 중앙모니터에 체크 컨트롤 메시지가 표시되고 상황에 따라 제동에 필요한 조작력을 더 높여야 할 수 있으며 제동거리가 길어질 수 있음. 이와 동시에 ABS 및 차체 자세 제어(DSC) 기능이 작동하지 않을 수 있는 가능성에 따른 리콜
<대상차량별 생산일자>
BMW 220i Active Tourer: 2023.01.26
BMW 220i Active Tourer: 2024.07.27~2024.08.16
BMW 530i xDrive: 2024.02.14
BMW i7 xDrive60: 2023.09.19
BMW iX1 xDrive30: 2023.06.27
BMW X1 sDrive20i: 2023.05.10
BMW X5 xDrive40i: 2023.08.17
BMW X7 xDrive40i: 2024.05.13
BMW X7 xDrive40i: 2023.03.24",품질이 개선된 통합제동장치로 교체,비엠더블유 대표번호 080-269-5181
270,51,벤츠,Mercedes-AMG E 53 Hybrid 4MATIC+ - 변속기 배선 관련 리콜,6048,O,메르세데스벤츠코리아(주),Mercedes-AMG E 53 Hybrid 4MATIC+,Mercedes-AMG E 53 Hybrid 4MATIC+,2024-10-29 ~ 2025-01-27,2026-01-30 ~,28 대,전기장치 기타,"개발 및 생산공정 편차로 인해 구동축과 변속기 배선 사이의 간격이 좁을 수 있으며, 이런 경우 변속기 배선이 전방 구동축과 간섭되어 손상될 수 있고 그 결과로 주행 중 차량의 추진력이 상실되어 사고의 위험이 증가할 수 있는 가능성이 확인됨에 따른 리콜",변속기 배선 경로 점검 및 필요 시 재작업,벤츠코리아 대표번호 080-001-1886
271,52,볼보,S90 - 창유리 관련 리콜,5642,O,(주)볼보자동차코리아,2025년식 S90,2025년식 S90,2024-09-11 ~ 2024-12-11,2025-03-28 ~,450 대,창유리 기타,"조립 과정 중 공정상의 오류로 인해 창유리 부착에 사용된 접착재의 접착력이 감소된 현상이 확인되었으며, 이런 경우 총돌 발생 시 앞 승객석 에어백이 의도한대로 작동하지 않을 위험이 있고, 앞유리가 분리되어 도로 이용자에게 부상을 입힐 수 있는 가능성에 따른 리콜",접착제를 사용해 조립된 창유리를 차체에서 탈거하여 부착면 세척 후 재부착,볼보자동차 대표번호 1588-1777
272,52,벤츠,AMG GT 등 8차종 - 엔진 일렉트로닉스(ME-SFI) 컨트롤 유닛 관련 리콜,5648,O,메르세데스벤츠코리아(주),"AMG GT, AMG GT S, C 63 AMG, AMG C 63 Sedan, AMG C 63 S Sedan, AMG C 63 Coupe, AMG C 63 S Coupe, AMG C 63","AMG GT, AMG GT S, C 63 AMG, AMG C 63 Sedan, AMG C 63 S Sedan, AMG C 63 Coupe, AMG C 63 S Coupe, AMG C 63",2014-12-11 ~ 2018-05-16,2025-03-24 ~,139 대,원동기(동력발생장치) 기타,"엔진 일렉트로닉스(ME-SFI) 컨트롤 유닛 소프트웨어가 사양에 맞지 않을 수 있으며, 이런 경우 엔진이 67시간 이상 정지된 상태에서 시동 시, 소프트웨어 오류로 인해 촉매 변환기가 의도한 것보다 더 느리게 가열될 수 있음. 결과적으로 배출가스 허용기준을 초과할 가능성을 배제할 수 없음에 따른 리콜
<대상차량별 생산일자는 상이할 수 있으므로, 자세한 사항은 제작사 고객센터(080-001-1886)으로 문의하여 주시기 바랍니다.>",엔진 일렉트로닉스(ME-SFI) 컨트롤 유닛 소프트웨어 업데이트,벤츠코리아 대표번호 080-001-1886
273,53,볼보트럭,"FH 트랙터 등 2차종 - 운전자지원첨단조향장치: 차선유지보조, 파일럿 어시스트 관련 리콜",5638,O,볼보트럭코리아(주),"FH 트랙터, FH 카고","FH 트랙터, FH 카고",2024-02-26 ~ 2024-12-05,2025-03-21 ~,820 대,조향장치 기타,"조향장치의 운전자지원첨단조향장치 소프트웨어 오류로 인해, 운전자지원첨단조향장치 기능 작동 중 운전자가 조향 핸들을 잡고 있지 않음에도 경고등 미작동 및 강제 해제기능 미작동 가능성이 있으며 이는 자동차 안전기준 부적합 사항임이 확인됨에 따른 리콜
<대상차량별 생산일자>
FH 트랙터(FH62TT3A): 2024.02.29~2024.12.05
FH 트랙터(FH64T3A): 2024.05.20~2024.06.10
FH 트랙터(FH64T3L): 2024.07.09
FH 카고(FH64R3A): 2024.02.26~2024.11.14
FH 카고(FH84RT3A): 2024.02.26~2024.12.03
FH 카고(FH104RFT3A): 2024.02.26~2024.12.03",대상 자동차에 대하여 운전자지원첨단조향장치 소프트웨어 업데이트 작업 시행,볼보트럭코리아 대표번호 080-038-1000
274,53,벤츠,GLC 300 4MATIC Coupe - 차량 제원의 길이 관련 리콜,5637,O,메르세데스벤츠코리아(주),GLC 300 4MATIC Coupe,GLC 300 4MATIC Coupe,2023-03-28 ~ 2024-06-27,2025-03-21 ~,"3,442 대",기타장치 기타,"문서화 작업 오류로 인하여 자기 인증 시 제원 통보된 차량 길이 수치가 잘못 제출되어 실제 차량 제원과 차이가 있음이 확인됨에 따른 리콜 (이는 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제115조(제원의 허용차)에서 정하는 기준에 부적합한 것으로 확인되었으며, 결함 시정을 아니할 경우 차량 검사 시에 부적합을 받을 수 있음)",차량 기술 데이터 책자 교체 및 자동차 등록증 재발급,벤츠코리아 대표번호 080-001-1886
275,53,현대,카운티 일렉트릭 - 차량제어장치시스템(VCU) 관련 리콜,5632,O,현대자동차(주),카운티 일렉트릭 (MF EV),카운티 일렉트릭 (MF EV),2020-05-28 ~ 2025-03-04,2025-03-20 ~,548 대,전기장치 기타,구동모터 최고출력 설정 소프트웨어 로직 오적용으로 구동모터 최고출력에 대한 제원의 허용치를 초과할 수 있는 가능성에 따른 리콜 (이는 자동차 및 자동차 부품의 성능과 기준에 관한 규칙 제106조 (원동기 출력) 2호 안전기준에 적합하지 않을 수 있음),차량제어장치시스템(VCU) 로직 업데이트(최고출력상향) 및 인증 라벨 교체,현대자동차 대표번호 080-600-6000
276,53,현대,G80 등 4차종 - 계기판 관련 리콜,5631,O,현대자동차(주),"G80(RG3), GV80(JX), GV70(JK), GV70 EV(JK EV)","G80(RG3), GV80(JX), GV70(JK), GV70 EV(JK EV)",2022-12-28 ~ 2024-12-12,2025-03-20 ~,"17,587 대",기타장치 기타,"계기판 제어기 소프트웨어 설계 오류로 인해 초기 시동 시, 간헐적으로 계기판 이미지가 표출되지 않을 수 있는 가능성에 따른 리콜 (이는 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제13조, 별표 2의 각주 9 안전기준에 적합하지 않을 수 있음)
<대상차량별 생산일자>
G80(RG3): 2022.12.28~2024.01.02
GV80(JX): 2023.01.02~2023.10.19
GV70(JK): 2024.03.18~2024.06.24
GV70 EV(JK EV): 2023.02.04~2024.12.12","계기판 제어기 소프트웨어 업데이트
<단, 일부 차량의 경우
기존 공개무상수리 실시로 이미 리콜에 해당하는 조치가 완료되어 추가 조치가 필요하지 않을 수 있으며, 자세한 사항은 제작사 고객센터(080-600-6000)으로 문의
하여 주시기 바랍니다.>",제네시스 대표번호 080-700-6000
277,55,비엠더블유,"R1300GS - 탑케이스, 사이드케이스 잠금장치 관련 리콜",5622,O,비엠더블유코리아(주),R1300GS,R1300GS,2023-05-15 ~ 2024-02-23,2025-03-10 ~,168 대,차체/차대 기타,"액세서리 부품인 탑케이스와 사이드케이스의 잠금장치 설계 오류로 인해 잠금장치가 완전하지 않게 고정될 수 있으며, 이런 경우 주행 중 케이스 잠금장치가 풀려 케이스가 이탈되거나 커버가 열려 주행 안정성을 저해할 수 있는 가능성에 따른 리콜 (이는 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제71조의 2항 1을 충족하지 아니할 수 있음)","탑케이스) 개선된 잠금장치로 교체
사이드케이스) 잠금장치가 개선된 사이드케이스로 교체",비엠더블유 모터라드 대표번호 080-269-5005
278,55,벤츠,S 580 4MATIC 등 2차종 - 엔진 컨트롤 유닛 관련 리콜,5621,O,메르세데스벤츠코리아(주),"S 580 4MATIC, Maybach S 580 4MATIC","S 580 4MATIC, Maybach S 580 4MATIC",2021-02-18 ~ 2022-09-21,2025-03-07 ~,"4,289 대",원동기(동력발생장치) 기타,"소프트웨어 개발 공정 오류로 인하여 엔진 컨트롤 유닛 소프트웨어의 람다 컨트롤이 정상적으로 작동되지 않을 수 있으며, 이런 경우 람다 컨트롤 시스템에 의해 분사되는 연료의 양이 증가할 수 있어 배기 온도가 상승될 수 있고, 주변 부품(예: 엔진 배선, 촉매 컨버터)이 손상될 수 있음. 이로 인해 사전 경고 없이 추진력이 상실될 수 있으며, 화재 위험 가능성을 배제할 수 없음이 확인됨에 따른 리콜
<대상차량별 생산일자>
S 580 4MATIC: 2021.02.19~2022.09.02
Maybach S 580 4MATIC: 2021.02.18~2022.09.21",개선된 엔진 컨트롤 유닛 소프트웨어 업데이트 및 필요 시 손상된 배선 또는 촉매 컨버터 교체,벤츠코리아 대표번호 080-001-1886
279,57,비엠더블유,BMW X3 xDrive20d 등 2차종 - 산소감지기 관련 리콜,5617,O,비엠더블유코리아(주),"BMW X3 xDrive20d, BMW X4 xDrive20d","BMW X3 xDrive20d, BMW X4 xDrive20d",2020-09-14 ~ 2021-07-28,2025-02-26 ~,803 대,원동기(동력발생장치) 기타,"배기시스템 내부에 응축수가 생길 경우 산소감지기와 직접적으로 접촉하여 손상될 수 있으며, 이런 경우 정상적인 배출가스 감시활동을 방해할 수 있는 가능성에 따른 리콜
<대상차량별 생산일자는 상이할 수 있으므로, 자세한 사항은 제작사 고객센터(080-269-5181)로 문의하여 주시기 바랍니다.>",Dew Point 최적화를 위한 소프트웨어 업데이트 및 개선된 산소감지기로 교체 진행,비엠더블유 대표번호 080-269-5181
280,57,기아,니로 등 2차종 - 전기배선 관련 리콜,5584,O,기아 주식회사,"니로 (SG2 HEV), 니로 EV (SG2 EV)","니로 (SG2 HEV), 니로 EV (SG2 EV)",2021-12-20 ~ 2025-01-09,2025-02-26 ~,"35,571 대",전기장치 기타,"전기배선 경로 설계 불량으로 충돌 시 동승석 에어백(정면/측면)이 전개되지 않거나 비정상 전개될 수 있고 에어백 미전개 조건에서 동승석 측면 에어백이 자발 전개되어 탑승자 상해가 발생할 수 있는 가능성에 따른 리콜
<대상차량별 생산일자>
니로 (SG2 HEV): 2021.12.20~2025.01.09
니로 EV (SG2 EV): 2022.06.02~2024.07.26",전기배선 손상 방지 작업 및 점검 후 필요 시 전기배선 교환,기아자동차 대표번호 080-200-2000
281,58,테슬라,Model Y - 파워스티어링 관련 리콜,5600,O,테슬라코리아 유한회사,Model Y,Model Y,2024-05-25 ~ 2024-09-23,2025-02-21 ~,"7,781 대",조향장치 기타,"특정 차량에서 EPAS가 탑재되고 소프트웨어 버전이 2023.38.4 이전인 경우, 과전압이 발생하여 PCB 내부 소자에 과부하가 걸릴 수 있으며, 이런 경우 주행 중에는 EPAS 기능이 유지되며 시각적 및 청각적(차임) 경고가 표시되지만, 차량이 멈춘 후에는 EPAS 기능이 저하되거나 상실될 수 있는 가능성에 따른 리콜 (이 경우에도 운전자는 수동으로 조향이 가능함)","OTA(over-the-air)를 통한 2023.38.4 또는 이후 버전으로 업데이트
- 과전압 발생을 방지하고, PCB에 과부하가 걸리지 않도록 함
<이번 리콜은 펌웨어 업데이트로 진행되며, 별도로
서비스센터를 방문하지 않으셔도 됩니다
. / 일부 차량의 경우
조치(펌웨어 업데이트)가 이미 완료되어 추가 조치가 필요하지 않을 수 있으므로 자세한 사항은 제작사 고객센터(080-617-1399)로 문의
하여 주시기 바랍니다.>",테슬라코리아 대표번호 080-617-1399
282,58,비엠더블유,BMW X5 xDrive30d 등 2차종 - 질소산화물감지기 소프트웨어 관련 리콜,5607,O,비엠더블유코리아(주),"BMW X5 xDrive30d, BMW X6 xDrive 30d","BMW X5 xDrive30d, BMW X6 xDrive 30d",2020-07-21 ~ 2020-11-21,2025-02-20 ~,77 대,원동기(동력발생장치) 기타,"배기시스템 내부에 응축수가 생길 경우 질소산화물감지기와 직접적으로 접촉하여 손상될 수 있으며, 질소산화물감지기가 수분에 의해 손상되는 경우 정상적인 배출가스 감시활동을 방해할 수 있음이 확인됨에 따른 리콜
<대상차량별 생산일자는 상이할 수 있으므로, 자세한 사항은 제작사 고객센터(080-269-5181)로 문의하여 주시기 바랍니다.>",Dew Point 최적화를 위한 소프트웨어 업데이트 진행,비엠더블유 대표번호 080-269-5181
283,58,비엠더블유,BMW 520d 등 8차종 - 산소감지기 관련 리콜,5606,O,비엠더블유코리아(주),"BMW 520d, BMW 520d xDrive, BMW 523d, BMW 523d xDrive, BMW 620d, BMW 620d xDrive, BMW X3 xDrive20d, BMW X4 xDrive20d","BMW 520d, BMW 520d xDrive, BMW 523d, BMW 523d xDrive, BMW 620d, BMW 620d xDrive, BMW X3 xDrive20d, BMW X4 xDrive20d",2018-06-11 ~ 2023-07-26,2025-02-20 ~,"5,593 대",원동기(동력발생장치) 기타,"배기시스템 내부에 응축수가 생길 경우 산소감지기와 직접적으로 접촉하여 손상될 수 있으며, 산소감지기가 수분에 의해 손상되는 경우 정상적인 배출가스 감시활동을 방해할 수 있음이 확인됨에 따른 리콜
<대상차량별 생산일자는 상이할 수 있으므로, 자세한 사항은 제작사 고객센터(080-269-5181)로 문의하여 주시기 바랍니다.>",Dew Point 최적화를 위한 소프트웨어 업데이트 및 개선된 산소감지기로 교체,비엠더블유 대표번호 080-269-5181
284,58,비엠더블유,BMW 228I A 등 28차종 - 전동식 냉각수 펌프 관련 리콜,5599,O,비엠더블유코리아(주),BMW 228I A 등 28차종,BMW 228I A 등 28차종,2011-04-06 ~ 2018-06-30,2025-02-20 ~,"24,371 대",원동기(동력발생장치) 기타,"전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함으로 인해 배선 커넥터 내부에 외부 유체가 유입될 경우 전기적 단락이 발생될 수 있으며, 드문 경우 화재가 발생할 수 있는 가능성이 확인됨에 따른 리콜
<대상차량별 생산일자>
BMW 228I A: 2015.09.07
BMW 228I XDR A: 2014.07.18
BMW 228I XDR A: 2015.06.17~2015.09.16
BMW 328i: 2012.02.23~2015.04.24
BMW 328i: 2015.07.17~2016.06.24
BMW 328I A: 2012.12.14
BMW 328I A: 2012.01.11~2014.10.24
BMW 328I A: 2012.04.10~2015.05.19
BMW 328I A: 2012.05.08~2015.03.06
BMW 328I A: 2012.10.10
BMW 328I A: 2015.07.13~2016.02.06
BMW 328I A: 2016.06.30
BMW 328i Gran Turismo: 2013.04.08~2013.04.19
BMW 328I XDR A: 2013.11.25~2015.01.16
BMW 328I XDR A: 2012.08.07~2014.03.13
BMW 328I XDR A: 2013.11.12~2015.04.22
BMW 328I XDR A: 2014.02.27
BMW 328I XDR A: 2015.11.16~2015.11.23
BMW 328XI A: 2012.08.28~2014.09.16
BMW 328XI A: 2012.09.19~2015.03.24
BMW 428I A: 2013.11.21~2015.03.18
BMW 428I A: 2014.02.07~2016.01.25
BMW 428I A: 2014.05.08~2015.06.23
BMW 428I A: 2015.03.16
BMW 428I A: 2014.06.06~2014.06.12
BMW 428i Convertible: 2013.10.30~2017.02.27
BMW 428i Coupe: 2013.06.24~2017.01.25
BMW 428I XDR A: 2015.03.04
BMW 428I XDR A: 2013.12.04
BMW 428I XDR A: 2015.01.30
BMW 428I XDR A: 2014.09.03~2015.10.13
BMW 520i: 2011.08.22~2012.03.20
BMW 520I A: 2012.01.10
BMW 525LI A: 2016.05.31
BMW 528i: 2013.06.21~2016.10.13
BMW 528i: 2011.08.11~2013.05.17
BMW 528I A: 2013.09.02~2015.06.16
BMW 528I A: 2011.12.12~2013.04.17
BMW 528I XDR A: 2013.07.29~2015.11.20
BMW 528I XDR A: 2011.09.09~2013.06.19
BMW 528i xDrive: 2013.05.07~2016.10.12
BMW 528i xDrive: 2011.08.10~2013.06.27
BMW X1S28I A: 2012.07.31~2015.02.16
BMW X1X28I A: 2011.04.06~2015.05.29
BMW X3 28I A: 2012.05.01~2017.06.21
BMW X3 28I A: 2014.08.26~2017.01.31
BMW X3 xDrive28i: 2012.03.29~2016.08.24
BMW X4 XDRIV A: 2014.03.14~2016.08.11
BMW X4 XDRIV A: 2014.04.04~2016.02.17
BMW X5 xDrive28i: 2015.12.12~2018.02.10
BMW X5 xDrive40e iPerformance: 2015.07.28~2018.06.30
BMW X5 xDrive40e iPerformance: 2015.09.02~2018.01.08
BMW Z4 20I A: 2011.12.07
BMW Z4 28I A: 2011.10.10~2016.08.12
BMW Z4 sDrive28i: 2011.08.30~2015.10.16",전동식 냉각수 펌프에 연결되는 배선 커넥터에 보호 캡을 추가 장착하고 냉각수 펌프의 커넥터 연결 부 점검 후 필요 시 냉각수 펌프를 교체함,비엠더블유 대표번호 080-269-5181
285,59,비엠더블유,BMW 523d 등 6차종 - 통합제동장치 관련 리콜,5596,O,비엠더블유코리아(주),"BMW 523d, BMW 523d xDrive, BMW 530i xDrive, BMW 740i xDrive, BMW X5 xDrive40i, BMW X5 xDrive50e","BMW 523d, BMW 523d xDrive, BMW 530i xDrive, BMW 740i xDrive, BMW X5 xDrive40i, BMW X5 xDrive50e",2023-07-26 ~ 2024-01-23,2025-02-20 ~,6 대,제동장치 기타,"통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 수 있으며, 신호 장애가 발생하면 안전모드로 전환되어 제동 경고등 점등 및 중앙모니터에 체크 컨트롤 메시지가 표시되고, 상황에 따라 제동에 필요한 조작력을 더 높여야 할 수 있으며, 제동거리가 길어질 수 있음. 이와 동시에 ABS 및 차체 자세 제어(DSC) 기능이 작동하지 않을 수 있는 가능성이 확인됨에 따른 리콜
<대상차량별 생산일자>
BMW 523d: 2023.09.01
BMW 523d xDrive: 2023.09.07
BMW 530i xDrive: 2023.09.13
BMW 740i xDrive: 2023.10.27
BMW X5 xDrive40i: 2023.07.26
BMW X5 xDrive50e: 2024.01.23",품질이 개선된 통합제동장치로 교체함,비엠더블유 대표번호 080-269-5181
286,59,르노코리아,"XM3 하이브리드 등 2차종 - HEVC, DC/DC 컨버터 관련 리콜",5594,O,르노코리아(주),"XM3 하이브리드, ARKANA 하이브리드","XM3 하이브리드, ARKANA 하이브리드",2022-09-30 ~ 2024-12-10,2025-02-20 ~,"8,056 대",원동기(동력발생장치) 기타,"HEVC 및 DC/DC 컨버터의 소프트웨어 로직 미흡으로 인하여 구동 전기모터의 전원이 차단되거나 저전압 배터리가 충전불가한 상황이 발생할 수 있으며, 이런 경우 운행 중 경고등이 점등되며 주행 성능이 제한되거나 전기장치가 꺼질 수 있고, 저속 주행 시 차량이 멈출 수 있는 가능성이 확인됨에 따른 리콜
<대상차량별 생산일자>
XM3 하이브리드: 2022.09.30~2024.03.26
ARKANA 하이브리드: 2024.04.01~2024.12.10","차량에 따라 HEVC 및 DC/DC 컨버터의 소프트웨어를 개별 또는 동시 업데이트를 실시
단, 23년 7월 19일부터 2024년 6월 25일까지 제작된 일부 차량은 소프트웨어 업데이트 필요하며 추가 시간 소요됨",르노코리아 대표번호 080-300-3000
287,60,벤츠,EQS 450 4MATIC 등 2차종 - 차량 루프 브래킷 관련 리콜,5586,O,메르세데스벤츠코리아(주),"EQS 450 4MATIC, EQS 580 4MATIC","EQS 450 4MATIC, EQS 580 4MATIC",2022-04-12 ~ 2022-04-21,2025-02-14 ~,2 대,차체/차대 기타,"개발 공정 오류로 인하여 차량 루프 브래킷(braket)이 날카로울 수 있으며, 이로 인해 차량 충돌 시 윈도우 에어백이 전개될 때 에어백 쿠션이 손상될 수 있어 에어백이 제대로 팽창되지 않을 수 있고 이런 경우 차량 탑승자의 부상 위험이 증가할 수 있는 가능성에 따른 리콜 (이는 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제102조(충돌 시의 승객보호)를 만족하지 못할 수 있음)
<대상차량별 생산일자>
EQS 450 4MATIC: 2022.04.21
EQS 580 4MATIC: 2022.04.12","개선된 루프 브래킷 교체 및 윈도우 에어백 손상여부 확인, 필요 시 교체 예정",벤츠코리아 대표번호 080-001-1886
288,61,테슬라,Model Y 등 4차종 - 후방 카메라 관련 리콜,5578,O,테슬라코리아 유한회사,"Model Y, Model 3, Model X, Model S","Model Y, Model 3, Model X, Model S",2024-01-30 ~ 2024-12-03,2025-02-05 ~,"13,535 대",시계확보장치 기타,"일부 차량에서 전원 공급 시 과도한 전류가 발생하여 차량 컴퓨터가 손상될 가능성이 확인되었으며, 이로 인해 후방카메라 디스플레이가 작동하지 않을 수 있고 이런 경우 운전자의 후방 시야가 제한되어 충돌 위험이 증가할 수 있는 가능성에 따른 리콜
<대상차량별 생산일자>
Model Y: 2024.03.25~2024.11.25
Model 3: 2024.01.30~2024.08.20
Model X: 2024.04.27~2024.12.03
Model S: 2024.06.25~2024.12.02","OTA(over-the-air)를 통한 2024.44.25.3 또는 이후 버전으로 업데이트
(차량 전원 공급 시 과도한 전류를 방지하기 위해 로직 변경)
1, 차량 컴퓨터 손상이 발생하지 않은 차량은 소프트웨어 2024.44.25.3 또는 이후 버전을 설치한 후 추가적인 조치가 필요하지 않습니다.
2. 소프트웨어 버전 2024.44.25.3 또는 이후 버전을 설치하기 전에 차량 컴퓨터 손상이 발생한 차량의 경우 컴퓨터를 무상으로 교환함",테슬라코리아 대표번호 080-617-1399
289,61,현대,포터II LPDi 등 2차종 - 12V 배터리 센서 관련 리콜,5574,O,현대자동차(주),"포터II LPDi (HR), 포터II EV (HR EV)","포터II LPDi (HR), 포터II EV (HR EV)",2019-07-19 ~ 2024-10-31,2025-02-03 ~,"141,125 대",전기장치 기타,"배터리 센서 설계 불량으로 내부 수분 유입되는 경우 배터리 센서 내부 회로 쇼트(단락)가 발생할 수 있으며, 이런 경우 안전 운행에 지장을 줄 수 있는 가능성이 확인됨에 따른 리콜
<대상차량별 생산일자>
포터II LPDi (HR): 2023.06.22~2024.10.31
포터II EV (HR EV): 2019.07.19~2024.09.11",12V 배터리센서 개선품으로 교체,현대자동차 대표번호 080-600-6000
290,62,기아,봉고Ⅲ 등 2차종 - 12V 배터리 센서 관련 리콜,5577,O,기아 주식회사,"봉고Ⅲ (PU),  봉고Ⅲ EV (PU EV)","봉고Ⅲ (PU),  봉고Ⅲ EV (PU EV)",2020-01-15 ~ 2024-10-23,2025-01-31 ~,"86,204 대",전기장치 기타,"12V 배터리 센서 설계 불량으로 인해 12V 배터리센서 내부 회로 쇼트(단락)되어 배터리 센서 소손 발생하는 경우 안전운행에 지장을 줄 수 있는 가능성이 확인됨에 따른 리콜
<대상차량별 생산일자>
봉고Ⅲ (PU): 2023.02.05~2024.10.23
봉고Ⅲ EV (PU EV): 2020.01.15~2024.10.15",개선된 12V 배터리 센서 및 퓨즈 교환,기아자동차 대표번호 080-200-2000
291,62,기아,쏘렌토 하이브리드 등 2차종 - 바디 도메인 제어장치 관련 리콜,5573,O,기아 주식회사,"쏘렌토 하이브리드(MQ4 HEV PE), 쏘렌토(MQ4 PE)","쏘렌토 하이브리드(MQ4 HEV PE), 쏘렌토(MQ4 PE)",2023-07-24 ~ 2024-07-08,2025-01-24 ~,"89,598 대",전기장치 기타,"바디도메인 제어장치 소프트웨어 오류로 주행 초기 바디도메인 제어장치 소프트웨어가 리셋되어 재동작하는 경우 전조등이 일시적으로 꺼졌다 켜질 수 있는 가능성에 따른 리콜
<대상차량별 생산일자>
쏘렌토 하이브리드(MQ4 HEV PE): 2023.07.24~2024.06.20
쏘렌토(MQ4 PE): 2023.07.24~2024.07.08","1) OTA를 통한 소프트웨어 업데이트
2) Auto Q 정비망 (서비스센터, 서비스협력사) 방문 후 소프트웨어 업데이트
<단, 일부차량의 경우
기존 무상수리로 이미 리콜에 해당하는 조치가 완료되어 추가 주치는 필요하지 않을 수 있으므로, 자세한 사항은 제작사 고객센터(080-200-2000)으로 문의
하여 주시기 바랍니다.>",기아자동차 대표번호 080-200-2000
292,63,벤츠,GLE 250 d 4MATIC - 디젤 엔진 컨트롤 유닛 관련 리콜,5581,O,메르세데스벤츠코리아(주),GLE 250 d 4MATIC,GLE 250 d 4MATIC,2015-10-15 ~ 2017-03-13,2025-01-23 ~,4 대,원동기(동력발생장치) 기타,"SCR 목표 효율을 증가시킬 수 있는 새로운 소프트웨어가 적용되어 있지 않을 수 있으며, 이런 경우 배기가스 배출량이 개선되지 않을 수 있는 가능성에 따른 리콜","엔진 컨트롤 유닛 소프트웨어 업데이트, 필요 시 NOx 센서 교체",벤츠코리아 대표번호 080-001-1886
293,63,벤츠,GLE 350 D 4MATIC 등 4차종 - 엔진 컨트롤 유닛 관련 리콜,5580,O,메르세데스벤츠코리아(주),"GLE 350 D 4MATIC, GLS 350 d 4MATIC, E 350 BlueTEC 4MATIC, GLE 350 D 4MATIC","GLE 350 D 4MATIC, GLS 350 d 4MATIC, E 350 BlueTEC 4MATIC, GLE 350 D 4MATIC",2014-11-07 ~ 2018-01-07,2025-01-23 ~,21 대,원동기(동력발생장치) 기타,"엔진의 질소산화물 배출량 개선을 위한 소프트웨어 업데이트에 따른 리콜
<대상차량별 생산일자는 상이할 수 있으므로 자세한 사항은 제작사 고객센터(080-001-1886)으로 문의하여 주시기 바랍니다.>","엔진 컨트롤 유닛 소프트웨어 업데이트, 필요 시 NOx 센서 교체",벤츠코리아 대표번호 080-001-1886
294,63,현대,넥쏘 - 비상등 스위치 관련 리콜,5569,O,현대자동차(주),넥쏘 (FE),넥쏘 (FE),2017-10-01 ~ 2021-12-24,2025-01-23 ~,"19,830 대",기타장치 기타,비상등 스위치의 내구 설게 오류로 인해 비상등 스위치를 작동시켜도 간헐적으로 비상등이 켜지지 않아 사고가 발생할 수 있는 가능성에 따른 리콜,"AVN 키보드 어셈블리 교환
<단, 일부 차량의 경우
기존 보증기간 연장 수리 실시로 이미 리콜에 해당하는 조치가 완료되어 추가 조치는 필요하지 않을 수 있으므로, 자세한 사항은 제작사 고객센터(080-600-6000)으로 문의
하여 주시기 바랍니다.>",현대자동차 대표번호 080-600-6000
295,63,벤츠,S 350 d 등 4차종 - NOx 센서 관련 리콜,5579,O,메르세데스벤츠코리아(주),"S 350 d, S 350 d 4MATIC, S 400 d, S 400 d 4MATIC","S 350 d, S 350 d 4MATIC, S 400 d, S 400 d 4MATIC",2017-02-09 ~ 2018-06-21,2025-01-22 ~,"3,114 대",원동기(동력발생장치) 기타,"NOx 센서가 배기가스의 성분을 올바르게 감지하지 못할 수 있으며, 이런 경우 배기가스 배출량이 기준치를 초과할 수 있는 가능성에 따른 리콜
<대상차량별 생산일자는 상이할 수 있으므로, 자세한 사항은 제작사 고객센터(080-001-1886)으로 문의하여 주시기 바랍니다.>","SCR 촉매 장치의 상류 및 하류 NOx 센서 점검, 필요 시 교체",밴츠코리아 대표번호 080-001-1886
